data-fid-start,data-fid-end,data-fid-today,data-fid-deviceid,data-fid-img,data-fid-imgtype,data-fid-imgtype_other,data-fid-obs,data-fid-gps,data-fid-gps-altitude,data-fid-gps-accuracy,data-meta-instanceID
23/09/20 09:54,23/09/20 09:55,23/09/20,355329114698347,https://drive.google.com/open?id=1MOo53sJg3P0UmKtEKI-JwdTrcJgG8sai,coccid, , ,"-3.3576016666666666,37.128885",932.1,5,uuid:5032c929-1f82-4d4b-83ae-3cbde2a14b05
23/09/20 09:55,23/09/20 09:56,23/09/20,355329114698347,https://drive.google.com/open?id=19Wk5naQdDFAf1FZo3WSXWWn8wOSsAoOq,coccid, , ,"-3.357561666666667,37.12887666666666",925.6,4.8,uuid:382a37eb-a7e3-4208-a1ff-a2e831ed771c
23/09/20 09:56,23/09/20 09:57,23/09/20,355329114698347,https://drive.google.com/open?id=1Fz-xI7Ib5t__l-iNioDkytNNALKw4wLw,coccid, , ,"-3.3575633333333332,37.12889333333333",925.3,5,uuid:391e558d-5631-40b8-abae-d1cbeb73fe80
23/09/20 09:57,23/09/20 09:58,23/09/20,355329114698347,https://drive.google.com/open?id=1TFtz7Wnw6rGv_FukD_cia7knOW1qnY4S,coccid, , ,"-3.3575566666666665,37.128836666666665",927.1,5,uuid:740b39bf-58b8-4e9a-ba75-9b52fce9df1f
23/09/20 09:58,23/09/20 09:58,23/09/20,355329114698347,https://drive.google.com/open?id=12pF6DpPXdbQAtn30CtXx0FocgPmoCWtO,coccid, , ,"-3.357515,37.12887166666667",927.8,5,uuid:29e29a9b-ac40-45fe-b9a7-07b5c8648dd8
23/09/20 09:58,23/09/20 09:59,23/09/20,355329114698347,https://drive.google.com/open?id=1YhM_Tp6DEZIg7H3O-s-eChTjg8VKxgjd,coccid, , ,"-3.3575700000000004,37.128926666666665",927.9,5,uuid:69088443-670b-4dbc-8669-52a10ca17bb9
23/09/20 09:59,23/09/20 09:59,23/09/20,355329114698347,https://drive.google.com/open?id=1vgjcOnPFys7Ag6pmdu3ZlEzZqE4iYv0v,coccid, , ,"-3.357658333333333,37.12884833333333",927.1,4.9,uuid:9ab11ca3-81eb-42ce-bf60-373f44ff9e9d
23/09/20 10:00,23/09/20 10:00,23/09/20,355329114698347,https://drive.google.com/open?id=1QhT1ghb_qCK4cp1S9lf5YU3MfAZ6Fcvc,coccid, , ,"-3.357673333333333,37.128885",931.8,4.9,uuid:48b46a7e-c5e1-49ad-b89f-7fa4afb43b2c
23/09/20 10:01,23/09/20 10:01,23/09/20,355329114698347,https://drive.google.com/open?id=1i8UO00UWfBhcrybFQFy5PlxpCpac_2Hm,coccid, , ,"-3.3575850000000003,37.128835",928.7,5,uuid:d1a43e5b-d93f-4b5e-ad83-fa70a8922279
23/09/20 10:02,23/09/20 10:03,23/09/20,355329114698347,https://drive.google.com/open?id=1RakIBCtWvEGSW5Izh3Xe-Rx33Nf3PGU3,coccid, , ,"-3.357566666666667,37.128815",927.5,4.9,uuid:a197e450-8e3b-43dd-995b-68a37dd5dd9d
23/09/20 10:03,23/09/20 10:04,23/09/20,355329114698347,https://drive.google.com/open?id=1ZpBxoLoITPmjZdDeQqNFqGCOxGJhtyai,coccid, , ,"-3.3575799999999996,37.12887666666666",929.1,5,uuid:cbc531e1-c5be-45e2-b275-dd81d734d29f
23/09/20 10:04,23/09/20 10:05,23/09/20,355329114698347,https://drive.google.com/open?id=1e1vi1EOQ1boF3falfAuAQaAIhwDzPVp3,coccid, , ,"-3.3576316666666663,37.12877666666667",930,5,uuid:c46ddf70-732e-41f0-98dc-bdfa022333ce
23/09/20 10:05,23/09/20 10:06,23/09/20,355329114698347,https://drive.google.com/open?id=1EZjCoT7_WBO1C7uSi0_GlMeH4w_1wk9R,coccid, , ,"-3.357655,37.1288",930,5,uuid:8a15bddc-8a9e-45b9-a4a5-9f7af444fcd8
23/09/20 10:06,23/09/20 10:07,23/09/20,355329114698347,https://drive.google.com/open?id=1lJ0KduQae3V-ptVDFbJ-mJkF-quFbSas,coccid, , ,"-3.3576316666666663,37.128835",932.6,5,uuid:e67a0159-9250-450f-ba47-be4b66f8fedc
23/09/20 10:07,23/09/20 10:08,23/09/20,355329114698347,https://drive.google.com/open?id=1H37BKfrPPsjzYF_eUfljd10gI8Qi4kuO,coccid, , ,"-3.3577050000000006,37.12884",940.3,5,uuid:05153920-e741-4093-b9f0-2ed260dad657
23/09/20 10:08,23/09/20 10:08,23/09/20,355329114698347,https://drive.google.com/open?id=1TpX8yQP0myVjV0c9rzI8QNETeR2I342E,coccid, , ,"-3.357663333333333,37.128730000000004",941.5,5,uuid:83d03433-48c4-4892-9eaf-f73ebd39d8e6
23/09/20 10:08,23/09/20 10:09,23/09/20,355329114698347,https://drive.google.com/open?id=1z14qW9-H-fgUySpZMvQtzHLGvXmkTrEd,coccid, , ,"-3.357478333333333,37.12881",934.2,5,uuid:093125a1-7a50-4448-8f10-b0403a173abe
23/09/20 10:09,23/09/20 10:10,23/09/20,355329114698347,https://drive.google.com/open?id=1p1vNMD-mXpWdnAptM14vxBHrcVRKw2eO,newcastle, , ,"-3.357518333333333,37.12880833333334",953.6,4.9,uuid:a74bd094-1212-4e18-a25e-eca1ec709751
23/09/20 10:10,23/09/20 10:10,23/09/20,355329114698347,https://drive.google.com/open?id=154HUDG9tKf4jcnqjvSoWKm4GYZqn3et1,coccid, , ,"-3.357658333333333,37.128765",949.8,5,uuid:1f9ae02f-3453-48ef-993c-2a19890ba3cb
23/09/20 10:11,23/09/20 10:11,23/09/20,355329114698347,https://drive.google.com/open?id=1uuoi7dd_1Dz22or82kWNLOY37BKDqmEm,coccid, , ,"-3.3575633333333332,37.128751666666666",936.4,5,uuid:56eb36ea-1b16-4876-8a20-ee10f52d3163
23/09/20 10:11,23/09/20 10:12,23/09/20,355329114698347,https://drive.google.com/open?id=1NBrqFB5eSd7gKSr1FvEAccX4R0lKaVGB,coccid, , ,"-3.357576666666667,37.12874166666666",929,5,uuid:2fe39fff-8140-4b69-afbc-ac43fad3ae75
23/09/20 10:12,23/09/20 10:13,23/09/20,355329114698347,https://drive.google.com/open?id=13wVT90YwcVwtucofU6_oca9vtnH44Q4P,coccid, , ,"-3.3574916666666668,37.1288",930.9,5,uuid:63b75279-ff8c-4697-bee0-193d4109ddb5
23/09/20 10:13,23/09/20 10:13,23/09/20,355329114698347,https://drive.google.com/open?id=12iD6ZZ2YNnh8_xJ84wltFLZFqQW6pzhN,coccid, , ,"-3.357561666666667,37.12884",929.5,4.9,uuid:2446c82e-d0f6-496b-b68d-58fd5f7da88b
23/09/20 10:14,23/09/20 10:14,23/09/20,355329114698347,https://drive.google.com/open?id=1ehVRyAkvILhTRNX8skTQn-JWfOtzMuIA,coccid, , ,"-3.357561666666667,37.128863333333335",929.3,5,uuid:eeaf3b23-464f-4ed0-b6f9-6da56f04af69
23/09/20 10:14,23/09/20 10:15,23/09/20,355329114698347,https://drive.google.com/open?id=1HHtcvmxCp8IIIfbPzl1W7XzYW4eAg-Eh,coccid, , ,"-3.3576033333333335,37.12883",931.3,4.9,uuid:89896d2e-d8b2-4c6d-8109-2dfb760c4f40
23/09/20 10:15,23/09/20 10:15,23/09/20,355329114698347,https://drive.google.com/open?id=1jsN6gKdc034btg_fJLyJ2IZUN6cKtk0w,coccid, , ,"-3.3576316666666663,37.128838333333334",931.3,4.9,uuid:1234fa66-7ee5-4fc2-8e9f-6b2789c67639
23/09/20 10:15,23/09/20 10:16,23/09/20,355329114698347,https://drive.google.com/open?id=19rDRfFbvxzul8yS-2qnSXPnA7ihUItaO,coccid, , ,"-3.3576616666666665,37.12880833333334",931.5,5,uuid:1ab2a2ce-8ff5-4f12-9e1c-36e16841b9eb
23/09/20 10:16,23/09/20 10:16,23/09/20,355329114698347,https://drive.google.com/open?id=1azNaZ5n9X74-4S5xQYtDqhTbmAbYo5SW,coccid, , ,"-3.35768,37.128818333333335",931.7,5,uuid:8d79d26d-1167-4dd5-85cc-7cc5ac9424e2
23/09/20 10:17,23/09/20 10:17,23/09/20,355329114698347,https://drive.google.com/open?id=1zwXVDpVpz6ROTxtOltxnwxJI0LhCthO7,coccid, , ,"-3.357581666666667,37.12885000000001",932.1,4.9,uuid:19670669-fbf7-430c-91d0-3b59261d892e
23/09/20 10:18,23/09/20 10:18,23/09/20,355329114698347,https://drive.google.com/open?id=16stAx8AoI8tCZ-vmWIhrANeIcRZnSk3s,coccid, , ,"-3.3575566666666665,37.128836666666665",931,5,uuid:787ddd22-bed0-48f8-8b05-d104a206a396
23/09/20 10:18,23/09/20 10:18,23/09/20,355329114698347,https://drive.google.com/open?id=1V_ku6l8-63xvt-wA9xCjTfbWg-ePh88O,coccid, , ,"-3.3576316666666663,37.12877833333334",933.1,4.6,uuid:300df8d3-c848-4cb8-b86a-b81e80b5ab5f
23/09/20 10:19,23/09/20 10:19,23/09/20,355329114698347,https://drive.google.com/open?id=1Qh5dEyyDZJO6lPI41hUs3ZgA3k2b-JmP,coccid, , ,"-3.3575333333333335,37.12881333333333",933.3,5,uuid:1570b09b-c428-49fb-af21-df7e9ab0cc81
23/09/20 10:19,23/09/20 10:20,23/09/20,355329114698347,https://drive.google.com/open?id=10QGNZAbRl-dvQ3QUM6oaVEAJa8pkNXl8,coccid, , ,"-3.35756,37.12877833333334",931.6,4.9,uuid:d0523942-ee0c-4f42-88d9-cdc6d9c71abd
23/09/20 10:20,23/09/20 10:20,23/09/20,355329114698347,https://drive.google.com/open?id=1e0IjgByamfFPrhaUlGnWagC_8U8S-jjs,coccid, , ,"-3.35768,37.12885000000001",934.3,4.8,uuid:6460feb3-5714-44fa-8dfc-7cbac7aab358
23/09/20 10:21,23/09/20 10:22,23/09/20,355329114698347,https://drive.google.com/open?id=1b-WX-bIZvZAndWACE5uwTtb1EhHg9zGk,coccid, , ,"-3.357611666666667,37.12883",940.2,5,uuid:8100a916-7d17-4ab6-ad08-c126ece3a039
23/09/20 10:22,23/09/20 10:23,23/09/20,355329114698347,https://drive.google.com/open?id=1mp7eJkJhWViwX7_pBxG0oWiVlFEYbMEX,coccid, , ,"-3.357611666666667,37.1288",940.4,5,uuid:3f600c15-6d4f-4157-9974-3c369eb0ee62
23/09/20 10:23,23/09/20 10:23,23/09/20,355329114698347,https://drive.google.com/open?id=1FUHBszZodV1NbeCAkKdhno_VXsYgU7dJ,coccid, , ,"-3.3576333333333337,37.12880166666666",935.9,4.9,uuid:b6e8642f-c62b-46da-96c0-0a970b4b3d5b
23/09/20 10:23,23/09/20 10:24,23/09/20,355329114698347,https://drive.google.com/open?id=1beHx2AmM3yf6N7l8KyXNP0t_c6KRs0_r,coccid, , ,"-3.357595,37.12880500000001",936.7,5,uuid:ea3cd6d9-6303-427f-8bc0-8f617085a4be
23/09/20 10:24,23/09/20 10:25,23/09/20,355329114698347,https://drive.google.com/open?id=13CLBgUm0GTm8P24OMv9zgxOpY-EYbCcx,coccid, , ,"-3.3576483333333336,37.12882833333333",936.1,5,uuid:d851d172-9391-4baf-a031-f5572bb7f278
23/09/20 10:25,23/09/20 10:25,23/09/20,355329114698347,https://drive.google.com/open?id=1kUht3E-_rMu779KZMxs2H0q3IXXSRvz6,coccid, , ,"-3.357641666666667,37.12883333333333",935.8,4.9,uuid:6b9d1565-070e-44bb-8202-ded5230c4ec9
23/09/20 10:25,23/09/20 10:26,23/09/20,355329114698347,https://drive.google.com/open?id=1WI6Qwzc8tQDOYxFv3gV61JD6piLlAdL8,coccid, , ,"-3.3575933333333334,37.12880500000001",935.6,5,uuid:b2f8367c-97c8-4f60-b1df-9d29201312ba
23/09/20 10:26,23/09/20 10:27,23/09/20,355329114698347,https://drive.google.com/open?id=1AJuZid8ZmU6vnWDuYG-SVX010bl9kuDT,coccid, , ,"-3.35759,37.12880166666666",935,5,uuid:d6ee1df0-2138-4d2a-a21f-4037f40ef3a0
23/09/20 10:27,23/09/20 10:27,23/09/20,355329114698347,https://drive.google.com/open?id=1phaf6OwxCBxbcR8s_js1zMci_ApomZPv,coccid, , ,"-3.3575933333333334,37.128793333333334",934.9,5,uuid:600f319d-2918-4785-9e37-3836c00c0b7d
23/09/20 10:27,23/09/20 10:28,23/09/20,355329114698347,https://drive.google.com/open?id=1GX23YDipVETzLA6D7tJQvHFa_Hkf45wd,coccid, , ,"-3.3576166666666665,37.128755",934.6,5,uuid:26a670c7-094d-4d38-90a9-801bfc215c2a
23/09/20 10:28,23/09/20 10:29,23/09/20,355329114698347,https://drive.google.com/open?id=1Zo04z1IhOQ5oTCWAbNOxXkT8gzpQLhTk,coccid, , ,"-3.3576066666666664,37.12881333333333",933.1,5,uuid:2ce12290-0434-498f-8b46-4a9227dcdceb
23/09/20 10:29,23/09/20 10:30,23/09/20,355329114698347,https://drive.google.com/open?id=1m9dRbTtkCZ9xnh1q8gX8uRj00OOeSiDO,coccid, , ,"-3.357576666666667,37.12877",930,4.9,uuid:69c992c7-d6af-4ef4-890a-a65e79d78555
23/09/20 10:30,23/09/20 10:30,23/09/20,355329114698347,https://drive.google.com/open?id=1TpApdciikpJ-W4HUTlysgbhkrnK3ctQ-,coccid, , ,"-3.357605,37.12880666666667",928.7,5,uuid:63947eb1-490e-4d6d-8bcc-a98e368474ab
23/09/20 10:31,23/09/20 10:31,23/09/20,355329114698347,https://drive.google.com/open?id=1dicBfeIYQCFMBEEy0F_uo_yTin-nnpyP,coccid, , ,"-3.357636666666666,37.128751666666666",926.3,4.8,uuid:b947dcfc-1fe9-4301-bd1f-3377993f811f
23/09/20 10:31,23/09/20 10:32,23/09/20,355329114698347,https://drive.google.com/open?id=1QoadY24rld0iPpAuVahTtOdR9KQXaAzI,coccid, , ,"-3.3576666666666664,37.12873166666667",930.7,5,uuid:13d4062d-d361-474e-9357-046eb0250e19
23/09/20 10:32,23/09/20 10:33,23/09/20,355329114698347,https://drive.google.com/open?id=1u1qMWWU1WmWmSEoF2HD4pMhTParJpplw,coccid, , ,"-3.3576333333333337,37.128815",926.1,4.8,uuid:536ce5f2-6892-4fea-97cc-4892d1ebbc15
23/09/20 10:33,23/09/20 10:33,23/09/20,355329114698347,https://drive.google.com/open?id=1X9XIpSYz01BlTkkOCAOQTU2NhHwpdTXP,coccid, , ,"-3.3576466666666667,37.128793333333334",926.5,4.9,uuid:6ce0502c-b463-4bfa-89c2-9c79ecede38d
23/09/20 10:34,23/09/20 10:36,23/09/20,355329114698347,https://drive.google.com/open?id=1ugO4eC1k4gld7CIIhKaeZGODeDTpZuuV,coccid, , ,"-3.357611666666667,37.12886",944.5,4.7,uuid:d1c3150d-41b2-4259-9f39-64afd31a6b64
23/09/20 10:36,23/09/20 10:36,23/09/20,355329114698347,https://drive.google.com/open?id=1bVqQQvZP2YliG_An7vUOG7NkL6saUrrw,coccid, , ,"-3.3576233333333336,37.128926666666665",945.7,5,uuid:3d649a2c-c8f6-404d-880c-140845fc2b34
23/09/20 10:36,23/09/20 10:37,23/09/20,355329114698347,https://drive.google.com/open?id=1zN4VMj0SfpACRSAMKGm8Y7Kqe0jOs6Eg,coccid, , ,"-3.3576150000000005,37.1289",944.5,4.9,uuid:b243164a-e48c-4bd0-b051-63c1ded98ee5
23/09/20 10:37,23/09/20 10:38,23/09/20,355329114698347,https://drive.google.com/open?id=1oBB8rpCGBSKk7rIl-5WzOc-28M8CF37k,coccid, , ,"-3.3576533333333334,37.12885166666667",942.2,5,uuid:d9df76ac-6d6a-4e6b-bf0c-c282361c8f6f
23/09/20 10:38,23/09/20 10:38,23/09/20,355329114698347,https://drive.google.com/open?id=1F-5VnLmx_Ea4MnK3fyR4UAW8T1QFCQn8,coccid, , ,"-3.357618333333334,37.12883333333333",942.2,5,uuid:693cd039-c414-42df-865e-dc4da6f75d83
23/09/20 10:38,23/09/20 10:39,23/09/20,355329114698347,https://drive.google.com/open?id=1iM2h-VilA9-dxUWxLwmWQ5ycUsW18Y2K,coccid, , ,"-3.3576966666666666,37.12887833333333",940.5,5,uuid:49f6e09c-0bd2-467c-8465-2c6ff20dec31
23/09/20 10:39,23/09/20 10:40,23/09/20,355329114698347,https://drive.google.com/open?id=1DXQRlWJmZiIKoXo1v-fEQzNSNmKyToz1,coccid, , ,"-3.3577483333333333,37.12884333333333",942.3,5,uuid:367ee973-b678-4716-b098-45d609e69911
23/09/20 08:52,23/09/20 08:53,23/09/20,355329114698347,https://drive.google.com/open?id=1cwFz2yXPCvI1b79ARxmvVJeTQ7_jlJbd,coccid, , ,"-3.357768333333333,37.12891",926.6,4.9,uuid:5cb2a431-206b-4498-9128-36def2f72e02
23/09/20 08:53,23/09/20 08:54,23/09/20,355329114698347,https://drive.google.com/open?id=1lWm9Wy3LXyuQq254LD2IAcHqKQs12rjf,coccid, , ,"-3.357521666666667,37.128746666666665",929.8,5,uuid:fd0fccaf-384a-41b0-92ea-bb5a97f8f7b0
23/09/20 08:54,23/09/20 08:54,23/09/20,355329114698347,https://drive.google.com/open?id=119-uXq86_81eztKTK54z7DZkjPaEoxQw,coccid, , ,"-3.357581666666667,37.128908333333335",929.7,5,uuid:499f32df-7675-4db2-9a04-b1679461d961
23/09/20 08:55,23/09/20 08:55,23/09/20,355329114698347,https://drive.google.com/open?id=1h9M3WUd7qgoGsY5dP9FtKOVAhq-YwxmK,coccid, , ,"-3.3576533333333334,37.128845",928.4,5,uuid:95350643-dca4-410e-96e2-7f0362fc6e07
23/09/20 09:09,23/09/20 09:10,23/09/20,355329114698347,https://drive.google.com/open?id=1AJx8iCDPn9-zZ-JWNdt5WCiC4HjCDY1m,coccid, , ,"-3.357686666666667,37.12882666666667",952.8,5,uuid:15638bc4-579f-42cf-a9e3-b66adbd68a8a
23/09/20 09:10,23/09/20 09:10,23/09/20,355329114698347,https://drive.google.com/open?id=16R815QotMFdgqK_FAoJLPvBbWi8hFqxa,coccid, , ,"-3.357685,37.12881333333333",952.7,5,uuid:43a688e4-3b9b-4cf2-a2ff-525746bd6c09
23/09/20 09:10,23/09/20 09:10,23/09/20,355329114698347,https://drive.google.com/open?id=1fmBFf2ULYwFu1VrFg5DeItD-NVH2oESA,coccid, , ,"-3.3576883333333334,37.128865000000005",952.7,4.9,uuid:852b9d4a-98ae-46c7-8270-b0621a5825d1
23/09/20 09:11,23/09/20 09:11,23/09/20,355329114698347,https://drive.google.com/open?id=1RzPcghL8jU5u6_GNC-Nt4mOSwEavn8YF,coccid, , ,"-3.357678333333333,37.12887",952.7,4.9,uuid:51e138b3-aea6-401b-8e1e-1870fa17023a
23/09/20 09:35,23/09/20 09:36,23/09/20,355329114698347,https://drive.google.com/open?id=1zE8ChHJsoazC4x1LVr8rS_8eC4-t1VGO,coccid, , ,"-3.3577266666666663,37.128883333333334",937.7,5,uuid:279f0d16-f4ba-4e7e-91a0-5ae818b75fd4
23/09/20 09:36,23/09/20 09:36,23/09/20,355329114698347,https://drive.google.com/open?id=12WZBLy-90NSjIbxL5vIe4K2h1eiKSfHc,coccid, , ,"-3.3577516666666667,37.128945",934.2,5,uuid:727e0665-2e54-4a9f-a75c-9546a56837c3
23/09/20 09:36,23/09/20 09:38,23/09/20,355329114698347,https://drive.google.com/open?id=10VnJMyXdCouwKmpRs9mSViKdohZKQioY,coccid, , ,"-3.357595,37.128865000000005",935.2,5,uuid:3e469e4d-9159-41d1-931f-affd6fe6c227
23/09/20 15:12,23/09/20 15:12,23/09/20,355329114698347,https://drive.google.com/open?id=1JagfONSFuiJQd1XzOX7MqF7cogt47pI-,coccid, , ,"-3.342256666666666,37.141106666666666",948,5,uuid:9c195c59-c6c2-42fa-beb7-2396385db696
23/09/20 15:12,23/09/20 15:13,23/09/20,355329114698347,https://drive.google.com/open?id=11GITFgfK_XpW4ubwuMq7LSmBLpF55J9K,coccid, , ,"-3.342276666666667,37.140928333333335",939.1,4.9,uuid:f18b2270-c666-43c6-a8c9-abe70e294120
23/09/20 15:14,23/09/20 15:14,23/09/20,355329114698347,https://drive.google.com/open?id=12oZvWAOIVE1U6ZEmU5qcyVTJN2S5ipKc,coccid, , ,"-3.3422083333333337,37.14103166666666",938.8,4.9,uuid:daa1f6b6-0cb0-494d-a73c-67c168ffd401
23/09/20 15:14,23/09/20 15:15,23/09/20,355329114698347,https://drive.google.com/open?id=1iO27LYp3g4jk3HeKJVkt9WyEjEsPlvFm,coccid, , ,"-3.3422149999999995,37.141131666666666",950.7,5,uuid:0b39d80e-ccd1-4d06-b8fb-75a49cbac5b5
23/09/20 16:51,23/09/20 16:53,23/09/20,355329114698347,https://drive.google.com/open?id=1AWXhXcCYFnikLfVvip5V_pqQIEM8G0A8,coccid, , ,"-3.342133333333334,37.141153333333335",952.6,5,uuid:cb85efce-08bd-4004-ac58-fecd29436861
23/09/20 16:53,23/09/20 16:54,23/09/20,355329114698347,https://drive.google.com/open?id=1H2UBfgC9qrZYzHBV4xouaMFnAX5CUT5L,coccid, , ,"-3.34212,37.14114166666666",954.5,5,uuid:6f168552-3c37-42bc-b6aa-5808a643aea9
23/09/20 16:54,23/09/20 16:54,23/09/20,355329114698347,https://drive.google.com/open?id=1nmp7Bd0drjxcy2tl2CsGYefQMtf8LBZ9,coccid, , ,"-3.342098333333333,37.141110000000005",959.9,4.9,uuid:23656aa0-d337-4bdd-8249-2c1b085e7c12
23/09/20 16:55,23/09/20 16:55,23/09/20,355329114698347,https://drive.google.com/open?id=178rKHtoSBcPUOFb89JPLeCTG6u19ROLs,coccid, , ,"-3.342106666666667,37.141095",957.6,5,uuid:0ab45d81-e0a5-441f-9539-28c512461e3f
23/09/20 16:56,23/09/20 16:56,23/09/20,355329114698347,https://drive.google.com/open?id=1puaDg1_wCBn6qnQGGe4RUGxjHbeGJcFh,coccid, , ,"-3.342106666666667,37.141041666666666",953.9,5,uuid:3023b6d2-accc-4a11-899a-e94eb10ef4b1
23/09/20 16:56,23/09/20 16:57,23/09/20,355329114698347,https://drive.google.com/open?id=14MHfrzWMBIgiGRSpMvyd4X3VhcW-9K2H,coccid, , ,"-3.3420716666666666,37.140975000000005",957.7,5,uuid:84af724d-b1c7-4cc5-87dc-12ee70bb7e62
23/09/20 17:56,23/09/20 17:56,23/09/20,355329114698347,https://drive.google.com/open?id=1s5mFKDkUCCTRDtijt_TZpJSDSQ95p14O,coccid, , ,"-3.3422316666666667,37.14116",964.2,5,uuid:23b5cb86-11ea-47b1-9e2c-3b7c2c6b46dc
23/09/20 17:56,23/09/20 17:57,23/09/20,355329114698347,https://drive.google.com/open?id=14Kg8cB4i3c3byhiyGyTqB6h9sIgIFXJJ,coccid, , ,"-3.3422133333333335,37.14116",964.7,5,uuid:4823a944-c3e4-4242-87fd-32c3e8dea3df
23/09/20 17:57,23/09/20 17:57,23/09/20,355329114698347,https://drive.google.com/open?id=1TpB_7dfJguZx4M_yFUry2KWZBc6O6w2_,coccid, , ,"-3.342193333333334,37.14109833333334",964,4.9,uuid:5cdcd8bd-9834-4143-ac76-2b2cb48a4158
24/09/20 06:35,24/09/20 06:36,24/09/20,355329114698347,https://drive.google.com/open?id=18cvkk_77N5pO5BJgWIMTrnqJhbndF5kd,coccid, , ,"-3.3423016666666663,37.141055",967.5,4.8,uuid:c54e9ae7-177a-455c-8d97-874e088c7383
24/09/20 06:36,24/09/20 06:36,24/09/20,355329114698347,https://drive.google.com/open?id=1cZJpptp_VtsRleaUJ4npv1qRH6tUPpsR,coccid, , ,"-3.342306666666667,37.14102166666667",967.1,5,uuid:7aefcc63-a9f7-473c-8ad8-396af739b27d
24/09/20 06:36,24/09/20 06:37,24/09/20,355329114698347,https://drive.google.com/open?id=1ahPYi8ZbzD9pP0ZW4A8EZuYxWhW0q3gp,coccid, , ,"-3.3422449999999997,37.1411",963.5,5,uuid:8c4e9f6a-9f7f-47b4-befd-1fea9d0eea16
24/09/20 06:37,24/09/20 06:38,24/09/20,355329114698347,https://drive.google.com/open?id=1nGaInhyOYh_lgdp6acZFgYRuCTxo-nQo,coccid, , ,"-3.3422850000000004,37.14106",961.5,4.9,uuid:650c656e-0453-4922-a002-6ab9215d0c95
24/09/20 06:38,24/09/20 06:39,24/09/20,355329114698347,https://drive.google.com/open?id=1IsivrzvMrKc0KVSZ6cgsLUMthUQwv8-C,coccid, , ,"-3.34223,37.141035",960.3,5,uuid:4009db22-73fe-424a-a4c0-98c6c6fbceb3
24/09/20 06:44,24/09/20 06:44,24/09/20,355329114698347,https://drive.google.com/open?id=1BoiKTd33qDT6kE9YCKIJGKi4ynQzYFqK,coccid, , ,"-3.342253333333333,37.14105166666666",966.5,5,uuid:f228f83c-97fb-496b-a5b9-2108924ce58a
24/09/20 06:44,24/09/20 06:45,24/09/20,355329114698347,https://drive.google.com/open?id=1O9O4rMlXh-PfeQyshLscU0y04Egbuzrr,coccid, , ,"-3.342246666666667,37.14103333333333",967.5,4.9,uuid:f8abe0ea-d813-4bc6-bac4-3ece5afa1e6c
24/09/20 06:45,24/09/20 06:45,24/09/20,355329114698347,https://drive.google.com/open?id=1iBj4cVqFWoP7R-bdaxyxwhCbPEozGmQ5,coccid, , ,"-3.3422783333333332,37.14106",968.5,5,uuid:9a15fec6-4876-404a-92c1-d0edd110c308
24/09/20 09:28,24/09/20 09:29,24/09/20,355329114698347,https://drive.google.com/open?id=1YJrcDCRIFoeDBaaOQy1OKAcDV4zrC_v0,coccid, , ,"-3.3576883333333334,37.128771666666665",930.9,4.9,uuid:64fcc5de-5cd7-4444-8c56-00347035edde
24/09/20 09:29,24/09/20 09:30,24/09/20,355329114698347,https://drive.google.com/open?id=1gTAfooPkwVhDYyCxrBGC28Nn_StkhRAT,coccid, , ,"-3.357671666666667,37.128838333333334",930.8,4.9,uuid:2865a033-86df-44c3-b2dd-485ded8c68b4
24/09/20 09:30,24/09/20 09:31,24/09/20,355329114698347,https://drive.google.com/open?id=10PfbjATxtWEVWWrTzRdzC8mqfuuDBAzK,coccid, , ,"-3.357723333333333,37.12885166666667",930.1,4.9,uuid:0c4da8e3-7068-49bf-aec6-ec49a2605c5b
24/09/20 09:31,24/09/20 09:32,24/09/20,355329114698347,https://drive.google.com/open?id=17t5IBPZZr-dS8gYrzCuQ0BVLs0HZtuJm,coccid, , ,"-3.357775,37.12886666666667",928.3,4.9,uuid:3df58892-1787-41bb-adfa-8767a21ca0f1
24/09/20 09:32,24/09/20 09:33,24/09/20,355329114698347,https://drive.google.com/open?id=1h2A-MIZJ4fWZoLYUJ3Q1frQbXs4CsBxA,coccid, , ,"-3.3577416666666666,37.12895666666667",924.2,5,uuid:362ee22d-60fb-4926-ae04-1c723585577d
24/09/20 09:33,24/09/20 09:34,24/09/20,355329114698347,https://drive.google.com/open?id=1JlPBE2A1FnNOsrXipnJSksaQOcxq5Eun,coccid, , ,"-3.3578083333333333,37.12886666666667",933.2,4.9,uuid:0df0c89f-9639-431e-b7d4-0a1cbcaa6989
24/09/20 09:34,24/09/20 09:35,24/09/20,355329114698347,https://drive.google.com/open?id=1ZYidMTvkGeBNqwFanvqM2C0IHcBmKGcW,coccid, , ,"-3.357775,37.12887333333333",926.9,5,uuid:bce474d2-30cf-4e3b-9794-8fcd281dccea
24/09/20 09:35,24/09/20 09:36,24/09/20,355329114698347,https://drive.google.com/open?id=1rWJwMsYrfDxjHcqZM3U_ZihBotRaHpM0,coccid, , ,"-3.3577,37.12881333333333",924.5,4.9,uuid:2c46dd76-ca02-4d98-9799-b25635ac71d3
24/09/20 09:36,24/09/20 09:37,24/09/20,355329114698347,https://drive.google.com/open?id=1tJ_CX7bQbBBC7rvLocuKnBhQJqH7k1yQ,coccid, , ,"-3.357753333333333,37.12885333333334",924,4.9,uuid:bdc54ed4-3d2f-43e8-966c-b15f9cb8b04d
